uuid,url,title,page,status,text,canvas
f91dd0d0-4a87-4a40-b3ec-80483a5dd7df,https://honkoku.org/app/#/transcription/9DBEDB777AB9B73D196C9B422B8A39F4/1/,東海道大阪辺大地震津波図,1,completed,"嘉永七寅十一月四日朝五ッ時ゆり出し
《割書：東海道｜大阪辺》大地震津波図
【上段】
嘉永七寅六月十四日大
地震ゆり出し候へ共市中
無別条候に付氏神へ御礼
の御千度いたし目出度
悦居候所又十一月四日の朝
五ッ時大地震ゆり出し
所々損じ候へども格別
の事も無之又五日七ッ
時に前日同様の地しん
ゆり夫より後止事
なくゆり夜五つ時に大
地震ゆり都合三度の
大地しんにて終に所々夥しく損し申候併怪我人は十人斗り
の由に御座候尤門口に固いたし毎夜野宿いたし申候誠に
前代未聞成事に御座候損じ候所荒増を左にしるす

一天王寺清水舞台　　一座摩宮鳥居　　　　一北久太郎町丼池北
一塩町さのやばし　　一御霊社井戸家形　　　家二三軒
一汐津ばし近辺　　　一天満天神井戸家形　一福嶋五百らかん
一京町堀三丁目　　　一順けい町丼池角　　一籠　屋　町
一あわざ戸や町近辺　一玉造二軒茶や十　　一なんば新地みぞ
　都合弐十軒斗　　　　軒ばかり　　　　　　のかは
一御池通五丁目四軒　一あみだ池横□すじ　一住吉とうろふ六部
　ばかりくすれ　　　一橘通三丁目　　　　　通こける
此外所々少し□損じあれども数多く筆に
尽しがたく候也

【下段】
寅十一月五日大地震ゆり通しの中へ湊口沖手
より大津波打込川口に碇泊之大船小船とも
不残安治川橋上手へ打上け安治川ばしかめばし
打流れ申候て大船帆柱立たる侭橋より上へ打上け
申候道頓堀川にては大黒橋迄はし残らず落申候て
大黒ばし迄大船小ふね共打込又材木等も沢山打上げ
何れの川筋も船幷に材木にて押詰り破舟等の数
知れず大体見聞したる所にては常に碇泊の船九分通りは
破損に相成流人の数何程とも不知此度の津波の有
さま筆紙に書尽しがたく前代見聞せず大変なり
其場所へ行見たる人は能御存じ人の咄しと申すは五寸
ばかりの事一尺にもいふものなれ共今度の事斗りは
壱丈の事が五尺によりいふ事不出来位の事にて誠に
存知もよらぬ大変也湊口図にしるしたる川々残らず
津波打込町家は流れ申さず船斗りに御座候尤も
船はみじんにくだけ申候落たる橋々左にしるす
　からかねばし　　高ばし　　　　水わけばし
　安治川橋　　　　かめ井ばし　　黒がねばし
　日吉ばし　　　　汐見ばし　　　幸ばし
　住よし橋　　　　大黒ばしにて止り申候
　かなやばし

大阪湊口之図

【左下の小さい別紙】
東海道大地震津浪　為知写

勢州四日市当月四日巳の刻大地
しん五日申の刻又大地震にて人家
二三十軒くつれ死人無之候桑名白子
神戸辺同様尤桑名大津波にて
大さわぎのよし松坂辺少々いたみ
山田大半くつれ家に相成申候
志州鳥羽大ぢしん大津波にて
御家中大半流れ市中も
同様の事にてまことにたとへなき
次第の由
尾州宮辺関亀山草津宿辺
大そんじ大坂同様の由委細の義未
相分不申よし
　十一月七日申来る

",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f91dd0d0-4a87-4a40-b3ec-80483a5dd7df/canvas/p1
1a0b6054-9356-479a-9508-15d4d3a948d4,https://honkoku.org/app/#/transcription/FA56BE1B3E22D14E04D09C079D4EC526/1/,金持をゆすりにきたか大地しん,1,initiated,"
金持を
　ゆすりに
　　きたか

大
　地
　　しん


　　　なまつ
　　　　　　□",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1a0b6054-9356-479a-9508-15d4d3a948d4/canvas/p1
340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://honkoku.org/app/#/transcription/F510772C439D085BD0FE399186C308CC/1/,大津ぶれぶし,1,completed,"大津ぶれ
　　ふし
乁　たいそふ
　　おしつぶれ
　　　火事で気
　　　　たいがいゆりくずし
　　　仮たくおやまハ無事の花
　　　　わらわらんじは高（たか）くなり
　　　土蔵の鉢（はち）まき皆（みな）ふるひ
　　　　　　　　　　　　　ぎやうてんし
　　　土をばたかくつみあげて
　　　　あら木の板（いた）も直売してか金もうけ
　　　職人手間をバおさへ取り
　　　　　役者の（やくしゃ）のこんきう旅を売（うり）
　　　　　お手持ほどこし跡よからふ",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/340f027a-f302-4db0-ba9e-e0a17ab0d5ff/canvas/p1
340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://honkoku.org/app/#/transcription/F510772C439D085BD0FE399186C308CC/1/,大津ぶれぶし,2,completed,（一頁裏面で資料番号のみ、翻刻なし）,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/340f027a-f302-4db0-ba9e-e0a17ab0d5ff/canvas/p2
340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://honkoku.org/app/#/transcription/F510772C439D085BD0FE399186C308CC/1/,大津ぶれぶし,3,completed,"大津ぶれ
　　　　　ぶし

乁　たいそふ
　　　おしつぶれ
　　火事出来
　　　たいがいゆりくずし
　　仮たくおやまハ無事の花
　　　わらんじハ高（たか）くなり
　土蔵の鉢（はち）まき皆（みな）ふるひ
　　　　　　　　　　　ぎやうてんし
　土をばたかくつみあげて
　　あら木の板（いた）も直売して金もうけ
　　職人手間をバおさへ取リ
　　　　｜役者（やくしゃ）のこんきう旅（たび）を売（う）り
　　　　かね持ほどこし跡（あと）よからふ

",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/340f027a-f302-4db0-ba9e-e0a17ab0d5ff/canvas/p3
340f027a-f302-4db0-ba9e-e0a17ab0d5ff,https://honkoku.org/app/#/transcription/F510772C439D085BD0FE399186C308CC/1/,大津ぶれぶし,4,completed,"築波根　山平

　　　　　　　　　　　橋本や白糸",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/340f027a-f302-4db0-ba9e-e0a17ab0d5ff/canvas/p4
00bbc629-9a2c-400e-b879-f6fa4a238d04,https://honkoku.org/app/#/transcription/61A7C4BB4DFFBC48E12C8B222CE1E232/1/,世直り細見（袋）,1,initiated,"【「震焼者附」と同一の冊子らしく、その左葉を見ると暖簾の右側に看板らしきものがあるので、その看板の文字を補足しておきます。】
《割書：打身｜骨抜》即席御りやう治《割書：火出し仕候｜外家医前銭》

【暖簾】
瓢磐亭
【行灯？の文字】
江戸前【小字】　鯰大家破焼【大字】
なまづ【小字】 大かばやき【大字】

御披露（ごひらう）

一　御町中様 万歳楽々（まんさいらく〳〵）御（ご）軒別（けんべつ）にゆらせられ仰天（ぎようてん） 
地獄（ぢごく）に奉存候しづまつて私義 先達中（さきだつてぢう）江戸前（えどまへ）
鯰（なまづ）大（おほ）家破焼（かばやき）自身（じしん）大道（たいだう）ざき仕候所ゆり出し焼失（しやうしつ）より
家蔵（いへくら）身代（しんたい）迠（まで）御ゆりあげ動揺（どうよう）向（むき）被仰付候段 大変（たいへん）時（じ）こく 
古今（ここん）に有（あり）がたく  奉損（そんじたてまつり）候 猶又（なほまた）今般（こんぱん）御 愁（うれ）ひの為（ため）市中（しちう）なんぎめし 
此（この）末（すえ）どうぜう汁（しる）打身（うちみ）骨抜（ほねぬき）即席（そくせき）御りやうぢ取合（とりあわせ）格別（かくべつ）
風儀（ふうぎ）宜（よろし）く世直（よなほ）し仕差上可申候間 民（たみ）の竈（かまど）の御 賑々（にぎ〳〵）しく御（ご）威光（いくわう）駕（が）の程 一偏（ひとへ）に奉願上候以上

【お品書き　大字】市北うなんきめし 【以下小字】御救御一人前　五合宛
【お品書き 大字】此末とうせう汁　【以下小字】ことし一ぱい難渋見聞

卯十月二日夜ゟゆり出し
みせひらき焼失
麁かゆ差上申候

神座鹿島町
かなめ屋石蔵


嘉永七寅六月十四日
大地震に付て

此度大 阪【ママ】の万民近国に大 変（へん）
ありしかども無難（ふなん）に有し事の
うれしさのあまりにて
天下 泰平（たいへい）五穀（ごこく）成就（じやうじゆ）家業（かぎやう）長久を
よろこび日夜 異形（いぎやう）のふうていにて
諸社（しよしや）に参詣（さんけい）する事引もきらず
こゝにふしぎの珎事（ちんじ）あり摂州
西成郡 御影（みかげ）近辺（ほとり）山 崩（くづ）れ
岩（いわ）の間より霊水（れいすい）わきいだし
去年（きよねん）の日でりにこりたる百姓
田畑（でんばた）此水にて大いにうるをし
みなみな〳〵貴異（きゐ）のおもひ
なし此（この）後（のち）豊年（ほうねん）の
吉瑞（きちずい）【随？】とぞ万歳を
うたひける

【冊子の表紙】
安政二乙卯十月二日夜大地震【小字】
世直り細見【大字】
江戸大火
",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/00bbc629-9a2c-400e-b879-f6fa4a238d04/canvas/p1
db385887-15d8-4c0f-876b-d04f38764eff,https://honkoku.org/app/#/transcription/A268028B18E865B55D8B45D538CD1307/1/,磐梯山噴火の図,1,initiated,"磐梯山噴火の圖

【右下】
明治廿一年七月？日印刷
？？兼　日本橋【区長谷川町十九番地　か】
責任者　　　福田熊次郎
仝年七月　日出版
探景筆　【＝井上安治】",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/db385887-15d8-4c0f-876b-d04f38764eff/canvas/p1
db385887-15d8-4c0f-876b-d04f38764eff,https://honkoku.org/app/#/transcription/A268028B18E865B55D8B45D538CD1307/1/,磐梯山噴火の図,2,initiated,"福島（ふくしま）縣下（けんか）磐梯山（はんていざん）噴火（ふんくわ）の大慨（たいりやく）を記（しる）すに明治二十一年
七月十五日御前七時 俄（にわか）に山鳴（やまなり）震動（しんどう）して一時に破裂（はれつ）
し近傍（きんぼう）村々（むら〳〵）の家屋（かおく）微塵（みぢん）に飛散（とびち）り又は埋（うづ）まり人民（じんみん）
死亡（しぼう）せし者（もの）數百人（すうひやくにん）僅（わづ）に免（まぬか）れたるものは皆（みな）父母（ふぼ）妻子（さいし）
兄弟（けうだい）を失（うしな）ひ其（その）屍（しがひ）を掘索（ほりもと）むる有様（ありさま）は實（じつ）に見
に忍（しの）びす又川上 温泉（おんせん）は數丈（すうじやう）の下に埋（うづ）め
られ却（かへつ）て小山を現出（けんしゆつ）したり同地（どうち）の家屋（かおく）
住民（しゆうみん）は勿論（もちろん）浴客（よくきやく）五六十人は影（かげ）もなく
其他（そのた）埋（うづま）りし者を掘出（ほりいだ）せしも身体（しんたい）黒色（くろいろ）を
帯（おび）【異体字】或は頭部（あたま）なきあり又は四肢（てあし）なきあり故（ゆへ）
に男女（なんによ）の別（べつ）を知りかねる程（ほど）なり嬰児（こども）の首（くび）は
樹（き）の上に掛（かゝ）り腰（こし）より下を土（つち）に埋（うづ）められ上 半身（はんしん）の
行衛（ゆくゑ）を知（しら）らざる如（こと）き負傷人（けがにん）の中に頭（あたま）を半分（はんぶん）
失（うし）なひ面部（めんふ）の皮肉（ひにく）を取（とら）れ実（じつ）に見（みる）も厭（いと）ふべき有様（ありさま）なり
又 長瀬川（ながせがは）が二 里（り）余（よ）も埋（うづ）まりたれば其（その）水 流（なが）れ来（き）て流（なが）さるゝなど
浮説（ふせつ）に迷（まよ）ひ東西（とうさい）に逃（に）げ走（はし）る 警察官（けいさつくわん）は近傍（きんぼう）の巡査（しゆんさ）を召集（しようしゆふ）
し非常（ひじやう）に尽力（しんりよく）せられ実（じつ）に其（その）混雑（こんざつ）宛（あたか）も戰地（せんち）に等（ひと）し災害（さいがひ）地
は山となり川と変（へん）じ実況（じつけう）は言語（こんご）に尽し難（かた）し辱（かたじけ）なくも
宮内省（くないしやう）より三千円を下賜（くだしたまは）り難有（ありかたき）ことなり江湖（こうこ）の慈善（じぜん）
者（じや）よりも夫（それ）々 恵（めぐま）るゝよしさもありたきことなり

",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/db385887-15d8-4c0f-876b-d04f38764eff/canvas/p2
6a2fef53-0b10-41c3-9333-34aea6fddbc7,https://honkoku.org/app/#/transcription/13880407B59C6526DCB368C51532142B/1/,かわりけん,1,completed,"かわりけん
〽さてはけんのん信州（しんしう）じゝん開帳（かいてう）
 人（ひと）ゆり身（み）ゆり〳〵 内（うち）はぶら〳〵
ゆるいでまゑりやしよじやん〳〵じ
やけんの善光寺（ぜんくわうじ）ばさまにじさ
まがつぶされたかはゝくわ
ゑて 土手（どて）つくてんさあきが
かゑたまゑりまひやう

 爰（こヽ）に弘化四年三月廿四日夜四ツ時
此より信州（しんしう）大 地震（じしん）にて善光寺（せうくわうじ）をはじめ
川 中島（なかじま） 辺（へん）より丹波島（たんばじま） 渡（わた）し同く小市の
川むかふなる山々川中へゆりくづれ川水をせき
とめ人家へ溢（あふ）れ出し田 畑（ばた）の損（そん）じ少からずたゞ善光寺御堂
のみ破却（はきやく）に及ず扨 越後路（ゑちごじ）の方は柏原関（かしははらせき）川越後高田
辺又上州口之方は追（おひ）分 沓掛（くつかけ）軽（かる）井 沢（ざは） 小諸（こもろ） 飯（いヽ）山辺殊に
はげしく南は会（あい）田辺より松下松 代（しろ）上田近辺は筑摩（ちくま）
川を押埋（おしうめ） 洪（かう）水一時にをし出し人馬の泣（なき）さけぶ声目も当てら
れぬばかりなり扨 翌（あす）六ツ時 漸（やうや）く 治（をさま）り人々 安堵（あんど）しけることなり

【画中】
貞重改　国輝画


",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a2fef53-0b10-41c3-9333-34aea6fddbc7/canvas/p1
2cd7685f-c7de-465f-a702-6dfccb810ec7,https://honkoku.org/app/#/transcription/48A1E21FAEBE1952E1851A8C8A27AD40/1/,愛知岐阜福井三県下大地震之図,1,completed,"官民家屋の出火七八ヶ所県下北西の
方（かた）しんどう殊（こと）にはなはだしく
地方税（ちほうぜい）の損害（そん）無量（むりよう）
一百万円以上なりといへり

災害（さいがい）報告（しらせ）今までに全県下
死人千五百卅三人 負傷者（けがにん）
二千四百名 潰（つぶれ）家千五百戸｜余（よ）

◯岐阜（ぎふ）の地震（ぢしん）【大字】
仝日六時頃 濃州（のうしう）赤坂には
地 盤（ちめん）一尺五六寸上下するを
見しといふ又｜処（ところ）々に
幅（はゞ）七八寸の地割（ぢわれ）をせうじ
泥（どろ）みずとしほ気ある
土砂を高さ一尺 余（よ）も
噴出（ふんしつ）せり大垣（ほゝがき）に
出火はじまり
全焼 数（かず）しれず
長良川鉄道橋
三百尺 程（ほど）落（をち）たり
東行汽車は
垂（たれ）井より発せず
木曽川近ぼう
玉の井は長さ二十丈も
くずれおち出水
甚おゝし

◯福井（ふくい）の地震（ぢしん）【大字】
仝日六時三十七分より
はしまり市内 潰家（つぶれや）
二百四十 死傷者（しにん）五十名
出火十余所
今尚 震（しん？）とうやまず

滋賀（しが）県（けん）は大坂彦根其他
西京近ぼうの損害実に
みぞうの大地しんにて
難波（なんば）紡績（ぼうせき）会社（くわいしや）諸（しよ）会社の
けがにん何万といふ数
今にわからず

凡　彦根に五十戸十五名死人負傷六十名
　　西京　高塀つぶれ　死負なし
　　大坂　つぶれ死人なし
　　石川富山長野三重和歌山高知諸県の地しん
　　何れも小大震動あれど負傷者位にて
　　すみしとなほ後報をまつのみ


編輯兼印刷発行者
神田区宮本町四番地
諸澄直吉
明治廿四年十一月一日印刷
仝　　　年仝　月仝日出版

",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2cd7685f-c7de-465f-a702-6dfccb810ec7/canvas/p1
2cd7685f-c7de-465f-a702-6dfccb810ec7,https://honkoku.org/app/#/transcription/48A1E21FAEBE1952E1851A8C8A27AD40/1/,愛知岐阜福井三県下大地震之図,2,initiated,"官民家屋の出火七八箇所縣下北西の
方しんどう殊に　ざしく
地方税の損害無量（むりよう）
一百万円以上ありといへり

災害報告今までに全縣下
死人千五百三十三人負傷者（けがにん）
二千四百名潰家千五百戸余

○岐阜（ぎふ）の地震（ぢしん）
今日六時に、濃州（のうしう）赤坂に
地盤（ちめん）一尺五六寸上下するを
みしというまた處（ところどころ）□□
幅七八寸の地割をせうじ
泥みずとしぶきなる
土砂を高さ一尺余も
噴出せり大垣に
出火
全焼数しれず
長良川　鉄道橋
三百尺程落（をと）さり
東行汽車は
埀井より発せず




愛知
岐阜　三県下大地震之図
福井
　　　○愛知（あいち）の地震（じしん）
明治廿四年十月廿八日午前六時三十九分より
市中大ぢしんにて死人に百有余名にして",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2cd7685f-c7de-465f-a702-6dfccb810ec7/canvas/p2
59dccd03-cf22-4284-b516-e4db689a284c,https://honkoku.org/app/#/transcription/C3FB55E458D62BA0DC376FB0A96B30D3/1/,六十余州名所図会大隅,1,completed,"【図題　右上】
六十余州名所図会
　大隅　《割書：さくら｜しま》

【署名　左下】
　　　　彫竹
廣重筆
　
【図外印】
　辰三　　越平
",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/59dccd03-cf22-4284-b516-e4db689a284c/canvas/p1
9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc,https://honkoku.org/app/#/transcription/3E0B9FDC95A59DABC01B2A12D3ED6F34/1/,恵比寿天申訳之記,1,completed,"恵比寿天申訳之あまりよきたいをつりしゆへ一 盃（ぱい）をすごし
記（ゑびすてんもふしわけのき）
我等諸神に留守居をあづかり罷居候ところ
たいすいニおよび候あいだをつけこみたちまち
かなめいしをはねかへし大江戸へまかりいで
蔵（くら）のこしまきをうちくづしはちまきを
はづし諸家（しよけ）をつぶし死亡（しほう）人すくなからず
出火（しゆつくわ）いたさせはなはだぼうじやくふじんの
しよぎやういたし候ゆへさつそくとりおさへ
ぎんみ仕候ところ一とうのなまづは身ぶるひして
大ニおそれ一言（いちごん）のこたへもなくこのときかしらだち
たるとみゆるものつゝしんで申スよふ
「おそれながら仰のおもむきかしこまり候也此たび大へんの
ことは一とふり御きゝ遊され下さるべし此義は申上ずとも御存の
義にしてはるなつあきふゆのうちにあついじふんにさむい日あり
さむいときにあたゝかなる日ありかくのごとくきこうのくるひ
有てかんだんの順なるとしは少く候今年最ふじゆんなから
ごゝくのよくみのり候は八百万神の御守り遊され候
御力による所也さて天地にかんだんの順のさだまり
ありてはるなつと其きのじかうことの外くるひ候ゆへ
わたくしともくにのすまひにては以の外おもしろき
じせつになりたりとわきまへなきものどもちん
しんのごとくくるひまはり候ゆへわたくしども
いろ／＼せいとうをいたせどもみゝにもかけず
らんぼうにくるひさはぎ候よりつひに思ひよら
ざる日本へひゞき御しはいの内なる
ところをそんじ
候だんいかなる
つみにおこなわるともいはい
これなく候也され共わけて
御ねがひにはわたくしども
のこりなく御かりつくし候とも
そんじたるいへくらのたつにもあらねば
まつしばらくのいのちを御あづけ
下されこれより日本のとちをまもり
いかなるじかうちがひにてもこの
たびのごときことはもうとう仕らず
天下のたいへいごこくほうねんを
君が代をまもり奉り候べしと
一とうにねがひけるゆへわたくし
より御わび申上候ところさつそく
御きゝすみ下されまことに
もつてありがたく候
きやうこう十月のため
よつて苦難（くなん）のことし

自身除之守（じしんよけのまもり）

東方　西方　南方　北方
【悉曇文字】
　　　各四方へはるべし

【悉曇文字】家の中なるてん上にはる　又守に入置
　　　　てもよし",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc/canvas/p1
9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc,https://honkoku.org/app/#/transcription/3E0B9FDC95A59DABC01B2A12D3ED6F34/1/,恵比寿天申訳之記,2,default,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f40daaa-913c-4dd6-a6c6-80e9b2a11bcc/canvas/p2
d9a5a114-2ca6-40f3-99ea-3148f2415e45,https://honkoku.org/app/#/transcription/DF9BA8154AF27FC5F6E33C5ED71155D1/1/,差出し申御詫一札之事,1,completed,"【表題】
差出し申御詫一札之事

【本文】
一｜我等義（われらき）当十月二日｜夜（よ）酒（さけ）に乗（じやう） じ鳴動（めいどう）の上
　｜前後亡失（ぜんごほうしつ）仕｜八百萬御神（やほよろづのおんがみ）たち御｜留守（るす）をも不弁（わきまへす）
　御江戸町に家蔵（いへくら）等｜破逆（はきやく）致し損亡（そんほう）夥敷（おひたゝしく）候に
　付｜神佛方（しんぶつかた）御｜怒（いかり）の｜段（だん）御｜尤（もつとも）に御座候｜然（しかる）る所
　 先（せん）夜｜雨天（うてん）の節（せつ）津浪共打寄（つなみどもうちより）候に付｜我（われ）等
　 ｜罷出（まかりいで）八大龍王（はちだいりうわう）江相｜願（たのみ）右津なみ差戻（さしもどし）させ
　御ぶなんに相｜過（すぎ）候｜依之（これによつて）蛭子（ゑびす）神を以て御｜詫（わび）申
　入候所ゆる〳〵御｜聞済（きゝすみ）被下置｜千萬（せんばん）難有奉存候
　｜向後（こうご）震（ふるひ）候節は鯰（なまづ）一同｜蒲焼（かはやき）すつぽん煮（に）等に
　被成候共｜決而（けつして）一｜毛（もう）の動（うごき）申間敷候｜為後日（こにちのため）さし
　ゆれ申上一｜発仍（はつよつて）ふ断（だん）の如し
　　　安政二年　　　　　　　　｜地震坊（ぢしんばう）　
 　　　　　霜月二日　　　　　　　｜大鯰（たいねん）

【下段】
【くら】
〽火事ならわたしもとくしんつくたが
だしぬけにくづすとはあんまり
むごひしかたじやアあるめへか

火じ
〽ヲゝそうよわしもやくきはねへけれど
よんどころなくつぶされのうへで
でき心りやうけんしなせへ

五重のとう
〽おめへかたはともかくもおれは
なんにもじやまにはならす
じしんにあたまをはりたを
されるり【ヱ？】くつはねへやア

かみなり
〽コウぢしん手めへやおれはよの中て
仲間トいふはしつてゐるになせおとして
くれたエゝ　おちていひしふんには
おれかかつてに一人リておちる
かぜのかみの
まへも
あるはへ
よごれたのを
ぬり直して
くれろ

ゑびす
〽わしも十月そう〳〵から
こんなさはきかみ〴〵へも
いひわけなくやう〳〵
おわびは申たなれど
このごはきつと
ふるふなヨ

かしまさま
〽かなめいしが
ひやうたんの
やうになつては
わしがいせへ
すまぬぞきつと
つゝしめ

なまづ
〽ヘイ〳〵〳〵〳〵
〳〵〳〵〳〵
モウ
ぬらくらは
いたしませぬ
",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d9a5a114-2ca6-40f3-99ea-3148f2415e45/canvas/p1
f50bff07-5e2e-4af8-9198-4d21509564e4,https://honkoku.org/app/#/transcription/57D8919543ACE84C2B169DF72F7BA540/1/,摂津大津波次第,1,initiated,"嘉永七甲寅年十一月五日
摂津大津波次第

▲五日七ッ時より沖雷のごとく
　うなりつなみと相成高さ
　壱丈余りの大浪打きたり
　寺島近辺勘助しまなんば
　嶋天保山大つなみにて皆々
　家根へ又はふねをかり
　家内をのせ候ふねは皆々
　命をうしなひ舟のり
　船頭其ほか女子とも死人
　其数しれずつなみにて
　道とんぼり下日吉はし
　より唐金ばし幸ばし
　住吉ばしまて四つの橋
　押おとし大こくばしまで
　千石已上以下の北米船凡
　百ぱいばかり入こみ釼先
　茶ふね天満なとはみな
　下敷に相なり堀江川下
　水分ばし黒金はし長ほり
　下高ばし安治川ばし
　みな〳〵橋押おとし又所々に
　死人あちらに三人こちらに五人
　女子供死害其数しれず
　つなみ五日夜五ッ時に差おさ
　まり安治川へん橋のこらす落る
　其こんざつ筆紙につくしがたし
　おそるべし〳〵〳〵〳〵
　　未地震おさまり
　　　　　　　申さず事
　　　　古今稀代の珍事なり

【挿絵内】
　　大地震の略図
　　十一月四日朝
　　五ツ時ゟ又
　　五日七ツ時大
　　地震にて所々家々
　先に地震にてそんじ有所
押たをれ候事数しれず
▲天満天神社内ゟ西寺町
　福しま天神五百らかん
　願教寺門くづれ
　あはざ戸や町辺ざまの
　鳥居落御堂の損じ
　順慶町丼池塩町
　さのやばしへん死人二人
　高津寺町安治川
　　亀井はし
　　　　堺市中
　　　　奈良
　　　　南河内
　　　　尼□□
　　　　　　わたし
　　　　　其余こゝに略

【挿絵地図内】
　　　北安治川　　安治川はし
　南安し川
　　寺じま　戎じま　亀井ばし　天神おたび　番所　江の子嶋　
木津川　【この後大まかに川沿いに図の右から左へ】
まいたれじま　道とんぼり川　幸町　幸栄ばし　なみよしばし
日吉ばし　からかねはし　南ほりへ　幸ばし　住吉はし　金やはし　西横堀　大黒はし　
水わけはし　黒金はし　北ほりへ　かめはし　ほりへ川
長ほり
高ばし　玉造はし
立売堀
高ばし　　


",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f50bff07-5e2e-4af8-9198-4d21509564e4/canvas/p1
f50bff07-5e2e-4af8-9198-4d21509564e4,https://honkoku.org/app/#/transcription/57D8919543ACE84C2B169DF72F7BA540/1/,摂津大津波次第,2,default,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f50bff07-5e2e-4af8-9198-4d21509564e4/canvas/p2
ea43f44c-d368-48f5-b035-2af44f176936,https://honkoku.org/app/#/transcription/FE15743C117D7069DA23E8CBEC4B3F49/1/,都新聞付録,1,completed,"【タイトルなし】
【被災各地の写真のみ】
【地名は全て右横書き】
",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea43f44c-d368-48f5-b035-2af44f176936/canvas/p1
731a6823-b8fa-49e1-a28d-137726faee59,https://honkoku.org/app/#/transcription/86D69871A10621097416A94F7D08CBCA/1/,流行職人盡,1,initiated,"【芝居看板に見立てて、地震で儲かる職人を描く。上段中央にナマズの絵とタイトル、左右に役者名になぞらえた職人の名前。下段には役者のような姿をした職人と職名を左右対称的に配置する。それぞれの職業を象徴する道具や風体をしている。　】
【中央　鯰絵の下】
　現金米屋
流行職人尽
　現金酒屋
【赤地枠の中　下段向かって右上から】
「はなしか」

【「はなしか」の左隣　下膨でチョット髪が薄くなった男】
「金持」

【左隣　瓦を持っている】
「瓦師」

【「瓦師」の後ろ、僧形との間にひょっこり顔を出している】
「ぜいたくや」
【左隣】
「坊主」

【左隣　持っているのは鏝か？】
「こてのかぢ」

【左隣　鍬を担ぐ】　
「土方」

【左隣　青い着物の男】
「鉄物屋」

【左隣　モスグリーンの着物の男】
「茶屋」

【左隣　左手で頭を書いているようなしぐさの男】
「金かし」

【左隣】
「仕立屋」

【右に戻って、はなしかの下　キセルを持つ初老の男】
「地主」

【「地主」と「石屋」の間　痩せて黒い服を着て、扇子を持つ男】
「たいこ持」

【左隣　鑿を持つ男】
「石屋」

【左隣　左手に鉋を持つ男】
「建具屋」

【左隣　右手に玄能？墨つぼ？を持つ男】
「屋根屋」

【左隣　立ち上がって、右手に槍鉋、左手で手拭を担いぐ男】
「大工」

【左隣　右手に鏝、左手に鏝板を持つ】
「左官」

【左隣　立ち上がって、鳶口を持っている男　着物柄に当とある】
「鳶頭」

【左隣立膝で、右手に「判取」と書いた袋を持ち、左手に「大吉利市」と書いた板を立て持つ男】
「材木屋」

【「材木屋」後ろ「茶屋」と「金かし」の間、頭に手拭をかぶった男】
「茅やね」

【左隣　唯一の女性】
「げいしや」

【「げいしや」の左隣　風呂敷包みを担ぐ男】
「小間物や」

【「材木屋」の左隣　左手で本を持つ男】
「太夫」

【上段　名前看板　左端から】
大極上々吉　こて　　　左官土蔵
おほこまり　古拳　　　地主持丸
大極上上吉　差曲尺　　番匠大工丞
大上々吉　　の立　　　石切【音之？】丞
上上吉　　　田舎　　　茅野家根八
大儲　　　　黒黄薬　　□【貴？骨？】紐□衛門
大儲　　　　判取　　　材木□【之？】丞
　
【鯰絵を挟んで】

大極上々吉　鋤鍬　　　□組右衛門
元手いらず　袈裟　　　坊主寺助
現金売　　　会津　　　蝋燭【掛？】八
大極上々吉　鉄槌　　　家根板平
かはらず　　証文　　　高利勘左衛門
大上々吉　　もつこう　土方焔□□□
安物ばかり　銀み　　　小間物甲兵衛
大上々吉　　鬼板　　　かはら師土兵衛
掛けた",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/731a6823-b8fa-49e1-a28d-137726faee59/canvas/p1
